MOF	molecule	H	H_predict
DAJHUS	isopropyl alcohol	43.43204859	44.976336497324894
DAJHUS	propionitrile	46.65830732	43.05721979696121
DAJHUS	ethylamine	48.38710875	46.33503524753655
DAJHUS	propyl alcohol	49.01343376	44.291118592614254
DAJHUS	dimethylamine	50.16715129	47.50338936500384
DAJHUS	acetone	54.06524077	48.3993941518972
DEGJIK	methane	21.89074657	20.966670343620308
DEGJIK	hydrogen cyanide	27.04445929	26.505747722584722
DEGJIK	ethene	30.52898485	31.277317757945752
DEGJIK	ethane	33.83426844	32.28849300404181
DEGJIK	acetonitrile	37.19246537	38.24198429970765
DEGJIK	acetaldehyde	38.41084972	40.31592570206748
DEGJIK	propionitrile	44.93392319	45.87204920763476
DEGJIK	dimethylamine	46.91417184	47.275799556403065
DEGJIK	neopentane	47.44740227	40.46796967713148
DEGJIK	ethylamine	48.13811123	48.5846851941622
DEGJIK	isobutane	51.09088981	52.63861162361772
DEGJIK	acetone	52.15854864	52.94910277318176
DEGJIK	propyl alcohol	54.12215638	57.34030226194504
DEGJIK	isopropyl alcohol	54.96905067	54.15228807823107
DEGJIK	methyl tert-butyl ether	55.33264393	50.33093960681646
DEGJIK	4,4-dimethyl-1-pentene	56.91493478	49.097367040261915
DEGJIK	2,3-dimethylbutane	60.05951844	66.11818504888853
DEGJIK	methyl isopropyl ether	60.94551439	62.408613591919675
DEGJIK	methyl propyl ether	63.48030173	64.17662950898388
DEGJIK	2-pentene	65.14603866	65.62890416496619
DEGJIK	3-methylpentane	69.94253161	73.01329556298062
DEGJIK	4-methyl-4-penten-2-one	72.20319749	74.04112284797705
DEGJIK	methyl propyl ketone	72.23510039	73.52267545129146
DEGJIK	4-methyl-1-hexene	78.25513766	79.99899840731932
DEGJIK	4-hexen-2-one	80.37202497	80.19208433994756
DEGJIK	1,5-heptadiene	85.24623577	82.9210856215136
DEYDOA	methane	19.87864945	20.683479161729245
DEYDOA	hydrogen cyanide	33.61004541	32.918361482436794
DEYDOA	acetonitrile	40.62032734	40.727220732806565
DEYDOA	acetaldehyde	42.12398789	43.42318157892932
DEYDOA	isobutane	44.0737236	45.181569316677525
DEYDOA	dimethyl ether	45.01916633	44.92432057565547
DEYDOA	acetone	48.05532158	48.743104782105355
DEYDOA	propionitrile	48.43608113	48.15301858830304
DEYDOA	ethylamine	49.34219426	49.35588600251104
DEYDOA	dimethylamine	49.9500362	50.16309819628941
DEYDOA	isopropyl alcohol	53.08754421	52.51621515616582
DEYDOA	propyl alcohol	59.28638289	58.25986923983989
DEYDOA	methyl isopropyl ether	59.64671821	58.381421082657475
DEYDOA	2,3-dimethylbutane	62.84666172	59.08599834233654
DEYDOA	3-methylpentane	62.95326975	64.16750247041118
DEYDOA	1,5-heptadiene	72.01147175	73.24654851077565
DEYDOA	4-methyl-4-penten-2-one	73.98552178	74.52337429516955
DEYLUQ	methane	18.96352459	17.285345705717134
DEYLUQ	ethene	26.03874456	24.648695868814556
DEYLUQ	hydrogen cyanide	29.31899446	30.457081292925526
DEYLUQ	propene	35.62540437	35.20331813309516
DEYLUQ	propane	37.66334618	38.08107474724329
DEYLUQ	acetonitrile	41.68154302	42.82406216006513
DEYLUQ	dimethyl ether	40.64636463	42.06657782884809
DEYLUQ	acetaldehyde	40.80337078	42.88718710513673
DEYLUQ	ethylamine	45.30458911	47.658183333361194
DEYLUQ	isobutane	46.20411033	45.041788480590185
DEYLUQ	dimethylamine	46.62949983	45.81727405735747
DEYLUQ	propionitrile	47.83618111	49.750842162766155
DEYLUQ	acetone	49.84619189	49.40610003596713
DEYLUQ	neopentane	53.51718124	53.08230869676349
DEYLUQ	2-pentene	54.56693454	53.748630740889055
DEYLUQ	methyl isopropyl ether	56.26336384	55.99867384835574
DEYLUQ	isopropyl alcohol	63.06701389	62.06133773521691
DEYLUQ	2,3-dimethylbutane	64.22431232	63.259741159957436
DEYLUQ	propyl alcohol	64.42181732	61.30063382178588
DEYLUQ	3-methylpentane	65.23999303	63.49289110770907
DEYLUQ	methyl propyl ketone	69.67070688	69.8537364621647
DEYLUQ	4,4-dimethyl-1-pentene	70.63131675	72.64777775543178
DEYLUQ	1,5-heptadiene	71.48445064	70.59660488436744
DEYLUQ	4-methyl-1-hexene	72.72630954	72.86754647587284
DEYLUQ	4-methyl-4-penten-2-one	74.13469943	74.86374439068956
DEYLUQ	4-hexen-2-one	75.99395624	78.61084172496734
DEYVUA	methane	19.62272715	16.897787197526196
DEYVUA	hydrogen cyanide	26.08597255	25.9534260635372
DEYVUA	ethane	30.16371214	27.497491923116392
DEYVUA	acetonitrile	34.84889634	38.29700027270095
DEYVUA	acetaldehyde	36.52282705	40.51521943480719
DEYVUA	propene	37.78175351	35.229630086470415
DEYVUA	dimethyl ether	37.96261532	42.127887177815886
DEYVUA	propane	39.74902481	36.619786896722864
DEYVUA	propionitrile	41.62296655	43.243135929257605
DEYVUA	ethylamine	42.19985849	42.90411957338874
DEYVUA	dimethylamine	43.56414179	42.20607411135903
DEYVUA	isobutane	47.19879121	46.41577198732049
DEYVUA	neopentane	48.52936023	49.19227019560894
DEYVUA	acetone	48.58862841	49.448275494891966
DEYVUA	propyl alcohol	48.8703534	49.17725317536774
DEYVUA	isopentane	56.19240889	54.775297082342384
DEYVUA	methyl propyl ether	56.45254938	51.61991295423364
DEYVUA	methyl isopropyl ether	56.83337885	56.973206508726314
DEYVUA	2,3-dimethylbutane	60.04535635	60.543888337996286
DEYVUA	4,4-dimethyl-1-pentene	63.39057805	65.70628136666646
DEYVUA	3-methylpentane	65.24823776	63.59600690713739
DEYVUA	methyl propyl ketone	68.6309153	70.23026132188376
DEYVUA	4-methyl-1-hexene	72.87735122	71.56536607622228
DEYVUA	4-methyl-4-penten-2-one	72.95713701	73.47527292643885
DEYVUA	4-hexen-2-one	73.62749426	75.48436415794305
DIDDOK	methane	12.07015172	10.68552055142988
DIDDOK	ethene	16.90694971	15.724537148138989
DIDDOK	ethane	18.61818487	17.443589913616695
DIDDOK	propene	23.0541401	23.15920575220606
DIDDOK	propane	24.14497164	24.00964601671636
DIDDOK	dimethyl ether	24.88569372	26.82907191443163
DIDDOK	dimethylamine	28.43055249	29.113137863303187
DIDDOK	isobutane	28.52201094	28.08376933999403
DIDDOK	acetaldehyde	30.13234319	29.30661879647885
DIDDOK	propionitrile	33.0138709	34.78333983684191
DIDDOK	methyl propyl ether	33.30696647	33.05126629866793
DIDDOK	isopentane	33.3119189	33.579777630119295
DIDDOK	acetone	33.58596912	35.26722322988931
DIDDOK	2-pentene	33.98610842	33.704079427480444
DIDDOK	methyl tert-butyl ether	35.80660754	33.9938982422837
DIDDOK	propyl alcohol	35.86608872	35.027280868315025
DIDDOK	2,3-dimethylbutane	36.04403867	37.02183832156917
DIDDOK	3-methylpentane	38.09814818	38.9532390559052
DIDDOK	4,4-dimethyl-1-pentene	38.80336082	37.23259869975052
DIDDOK	1,5-heptadiene	43.33730806	43.52467469276974
DIDDOK	methyl propyl ketone	44.29425341	44.927293488287845
DIDDOK	4-methyl-4-penten-2-one	46.25566298	46.52630158898516
DIDDOK	4-hexen-2-one	46.55254503	47.68380769061088
DOGZIJ	methane	19.53389415	16.580938374560596
DOGZIJ	ethene	27.17685333	26.536398069029698
DOGZIJ	ethane	30.2028826	28.535193920424412
DOGZIJ	acetonitrile	35.73982121	35.7069704137058
DOGZIJ	acetaldehyde	36.17297619	40.31781198885925
DOGZIJ	dimethyl ether	37.99281913	38.06896038958888
DOGZIJ	propane	40.66149599	40.46484206378565
DOGZIJ	propionitrile	42.42197854	43.93981440777322
DOGZIJ	ethylamine	42.81278887	43.46970424766431
DOGZIJ	dimethylamine	42.85958833	42.19721036352012
DOGZIJ	acetone	49.08559648	47.97036662277674
DOGZIJ	isobutane	50.96007568	53.11345589252929
DOGZIJ	isopropyl alcohol	55.61694461	54.018822581769534
DOGZIJ	propyl alcohol	56.00380845	55.04404881682434
DOGZIJ	methyl isopropyl ether	57.85886451	59.376168705303286
DOGZIJ	neopentane	59.18662348	55.10974272108498
DOGZIJ	2-pentene	59.72929966	59.26065030828154
DOGZIJ	isopentane	61.72480369	67.9832326509633
DOGZIJ	methyl tert-butyl ether	65.20032032	66.25869881561691
DOGZIJ	methyl propyl ketone	70.21249151	69.08140804941796
DOGZIJ	2,3-dimethylbutane	72.25417716	73.10215968260368
DOGZIJ	3-methylpentane	72.77107568	72.48821076300746
DOGZIJ	4-methyl-4-penten-2-one	74.75691697	75.10122088229993
DOGZIJ	4-hexen-2-one	75.84036183	75.79631911332133
DOGZIJ	4,4-dimethyl-1-pentene	77.87997559	75.32165846045605
DOGZIJ	1,5-heptadiene	78.80289831	75.93639052835535
DOGZIJ	4-methyl-1-hexene	80.94225155	83.39421696461379
DOQGUM	propane	6.150289307	9.465203176305925
DOQGUM	acetone	16.37211343	19.067014221546543
DOQGUM	isopropyl alcohol	18.31216808	19.971393034391653
DOQGUM	methane	20.59442412	21.41527612565206
DOQGUM	dimethylamine	48.49260835	48.539820114864234
DOQGUM	propyl alcohol	55.2024598	50.374984285167514
DOQGUM	dimethyl ether	55.95026928	54.17713651252961
DOQGUM	propionitrile	58.84548675	62.39382368374899
DOQGUM	acetaldehyde	64.63702735	65.0316393581994
DOQGUM	hydrogen cyanide	66.48235055	64.80172292688741
DOQGUM	ethylamine	68.10511723	66.45350666025318
DOQGUM	acetonitrile	73.54279968	71.91239183994523
DOTWAL	methane	19.56809725	19.488235612672188
DOTWAL	ethene	27.25941432	29.31848290332391
DOTWAL	ethane	30.36892304	30.272805754179863
DOTWAL	propene	38.08344634	36.19118323673415
DOTWAL	propane	40.78505673	38.98287767024677
DOTWAL	dimethylamine	50.3956023	51.773563772492274
DOTWAL	2-pentene	56.472665899999996	59.13054325768828
DOTWAL	2,3-dimethylbutane	60.17735069	59.88776907905165
DOTWAL	acetonitrile	68.44184463	70.42101379163684
DOTWAL	4,4-dimethyl-1-pentene	67.44640042	66.69893272230198
DOTWAL	acetaldehyde	68.06005329999999	67.39471931439098
DOTWAL	3-methylpentane	69.14213556	68.69337358047136
DOTWAL	ethylamine	69.35626629999999	67.98343394300758
DOTWAL	acetone	73.22995733	73.24784779448414
DOTWAL	4-methyl-1-hexene	73.45574979	73.66577035661268
DOTWAL	propionitrile	76.87829046	75.02319552377749
DOTWAL	propyl alcohol	81.93841235	82.85190414562453
DOTWAL	methyl tert-butyl ether	83.29230293	81.92405676426566
DOTWAL	isopropyl alcohol	84.48513728	84.3619879185491
DOTWAL	methyl propyl ketone	86.87721101	89.5433594223309
DOTWAL	4-hexen-2-one	96.25970451	96.52605122132087
DOTWAL	4-methyl-4-penten-2-one	97.13958322	95.83807832800159
DUBWON	methane	18.93791382	19.441538024705906
DUBWON	ethene	26.16452588	26.959969098745642
DUBWON	ethane	28.81381252	29.349015056139923
DUBWON	propene	35.87346096	36.539747848316935
DUBWON	propane	37.69874815	39.282186291489595
DUBWON	hydrogen cyanide	40.26452067	39.771509505256695
DUBWON	neopentane	45.82107401	47.94372252291214
DUBWON	dimethylamine	50.31913509	51.41775984474728
DUBWON	methyl propyl ether	53.33732921	56.999945841148154
DUBWON	2-pentene	54.55094799	57.09141482550182
DUBWON	isopentane	55.44768662	53.80689538014498
DUBWON	ethylamine	55.7232105	54.006147374001884
DUBWON	acetaldehyde	55.94735091	52.394095918525665
DUBWON	methyl tert-butyl ether	56.78477128	59.25010157724463
DUBWON	acetonitrile	60.12231935	59.0151875014364
DUBWON	4,4-dimethyl-1-pentene	61.15337457	63.544415012041874
DUBWON	propionitrile	64.07120923	63.51963601453125
DUBWON	acetone	64.10591541	62.58108470935455
DUBWON	isopropyl alcohol	64.68874065	66.21984572783937
DUBWON	2,3-dimethylbutane	64.80436388	60.06194955051551
DUBWON	3-methylpentane	65.4004326	66.29991951139583
DUBWON	propyl alcohol	66.32933664	67.9337287016901
DUBWON	4-methyl-1-hexene	72.67770529	72.56927303062966
DUBWON	methyl propyl ketone	84.97176252	81.6814832117405
DUBWON	4-methyl-4-penten-2-one	88.25042123	85.72608730838647
DUBWON	4-hexen-2-one	88.89565673	88.98460325215271
DUXZIG01	methane	13.552861300000002	13.0424656640385
DUXZIG01	hydrogen cyanide	16.94366854	17.478606338587245
DUXZIG01	ethene	18.63752078	18.042298674473525
DUXZIG01	ethane	20.54219083	19.982079666525735
DUXZIG01	acetonitrile	23.42118452	22.350105781612616
DUXZIG01	acetaldehyde	23.71842266	23.645748176624604
DUXZIG01	dimethyl ether	25.10851638	26.95389000733201
DUXZIG01	propene	25.40091231	25.20676271804673
DUXZIG01	propane	26.89045435	27.20349587275794
DUXZIG01	propionitrile	27.43196128	27.407828459861268
DUXZIG01	dimethylamine	27.86002751	27.396986791771457
DUXZIG01	isopropyl alcohol	29.38663048	29.89020950702499
DUXZIG01	neopentane	30.0377848	31.366284341922242
DUXZIG01	propyl alcohol	30.67889019	30.700460039888103
DUXZIG01	acetone	32.05862168	31.00952858669714
DUXZIG01	methyl tert-butyl ether	32.20532547	35.27176580872015
DUXZIG01	isobutane	32.26966355	30.52463701649675
DUXZIG01	methyl isopropyl ether	37.03451391	37.99828188686763
DUXZIG01	methyl propyl ether	37.52868075	34.021244187551666
DUXZIG01	4,4-dimethyl-1-pentene	37.7369865	45.133979213417675
DUXZIG01	isopentane	38.50337935	36.33712982093489
DUXZIG01	2,3-dimethylbutane	44.501283	44.42042890012137
DUXZIG01	methyl propyl ketone	46.81323232	45.3763160599366
DUXZIG01	4-hexen-2-one	48.60406663	49.662854014451774
DUXZIG01	4-methyl-1-hexene	48.72596723	46.91417919449108
DUXZIG01	1,5-heptadiene	49.01554633	46.97571659737935
DUXZIG01	4-methyl-4-penten-2-one	49.71296067	49.76068613440985
EBEMEF	hydrogen cyanide	16.92555169	17.79184140855586
EBEMEF	ethene	18.62891925	17.537419199708715
EBEMEF	acetonitrile	23.39151656	24.019467814094018
EBEMEF	acetaldehyde	23.71840523	24.49901827074341
EBEMEF	dimethyl ether	25.1087875	26.049851921966585
EBEMEF	propene	25.39221404	25.53394602680172
EBEMEF	propane	26.85377622	27.487656391937556
EBEMEF	propionitrile	27.385614	28.8294251899933
EBEMEF	ethylamine	27.56642656	27.972879079153422
EBEMEF	dimethylamine	27.858080800000003	28.101621812502046
EBEMEF	isopropyl alcohol	29.50197169	29.125622013353695
EBEMEF	propyl alcohol	30.55648867	31.479724826787837
EBEMEF	acetone	32.04807079	32.4860822469584
EBEMEF	methyl tert-butyl ether	32.28469726	29.753684049244786
EBEMEF	methyl isopropyl ether	36.9944669	35.48678415502634
EBEMEF	4,4-dimethyl-1-pentene	37.00067186	32.01210930935723
EBEMEF	methyl propyl ether	37.52682727	36.210550796681865
EBEMEF	2-pentene	37.83524642	37.209529862565894
EBEMEF	isopentane	38.53744571	39.325092219061496
EBEMEF	3-methylpentane	44.51123716	46.77457285785409
EBEMEF	2,3-dimethylbutane	44.51476454	43.74445129837787
EBEMEF	methyl propyl ketone	46.60953622	47.18097043828497
EBEMEF	1,5-heptadiene	49.05258891	51.649067113670334
EBEMEF	4-methyl-4-penten-2-one	49.66438728	50.01049667289086
EBEMII	methane	21.53842632	19.601050378872714
EBEMII	ethene	29.63504583	29.039854877101018
EBEMII	ethane	32.67439621	33.336334345641106
EBEMII	hydrogen cyanide	36.70905173	35.236320959507175
EBEMII	propane	43.05595274	45.63641089037014
EBEMII	acetonitrile	47.05003547	48.20258466784527
EBEMII	acetaldehyde	49.01119815	48.55835999633911
EBEMII	isobutane	49.39607839	50.668184390968854
EBEMII	propionitrile	52.76926831	56.749331383885945
EBEMII	4,4-dimethyl-1-pentene	52.80000553	41.03188182370995
EBEMII	acetone	54.12342662	59.184010483685675
EBEMII	dimethylamine	55.600483499999996	56.14974649979735
EBEMII	2,3-dimethylbutane	55.88478878	57.06628392802446
EBEMII	ethylamine	59.50803601	56.59886197660298
EBEMII	methyl propyl ether	60.64095969	64.437096732885
EBEMII	methyl isopropyl ether	64.07130826	64.23398832081979
EBEMII	2-pentene	64.19631999	64.90147998228896
EBEMII	3-methylpentane	67.85607352	69.18063377079442
EBEMII	propyl alcohol	69.49347486	70.21733533938486
EBEMII	isopropyl alcohol	70.87460551	65.96764569212625
EBEMII	1,5-heptadiene	79.10604857	79.27840084221329
EBEMII	4-hexen-2-one	81.89530082	84.66191090685633
EBEMII	4-methyl-4-penten-2-one	81.95292635	81.09027240021835
ECAHAT	ethene	23.08594116	24.245079631405993
ECAHAT	ethane	23.50581014	23.861799400425344
ECAHAT	methane	26.80384243	26.130284855300925
ECAHAT	propene	27.91189108	29.239204638504336
ECAHAT	propane	28.96688598	28.912932421624134
ECAHAT	acetaldehyde	31.01941208	32.47526889484954
ECAHAT	propionitrile	33.23308886	34.72455683991257
ECAHAT	dimethylamine	33.77597482	35.227883947849726
ECAHAT	ethylamine	34.46030865	35.44527004785803
ECAHAT	neopentane	36.09165377	35.24475190343551
ECAHAT	isopentane	37.24529423	36.828340765175305
ECAHAT	isopropyl alcohol	37.7741612	39.635073839548085
ECAHAT	propyl alcohol	38.17939514	38.906697412871985
ECAHAT	methyl isopropyl ether	38.53338641	40.86041459921325
ECAHAT	methyl tert-butyl ether	40.08687507	35.96094722446161
ECAHAT	3-methylpentane	41.02039568	43.0964938568328
ECAHAT	2,3-dimethylbutane	41.66695813	40.76959324251502
ECAHAT	4,4-dimethyl-1-pentene	43.28429294	42.03407732435187
ECAHAT	methyl propyl ketone	44.27290304	46.086049041657446
ECAHAT	4-methyl-1-hexene	44.60122207	44.950701237630014
ECAHAT	4-methyl-4-penten-2-one	46.37313575	45.28753690612481
ECAHAT	acetonitrile	48.03765677	46.154963362834145
ECAHAT	4-hexen-2-one	47.06052044	48.660498568355045
ECAHAT	hydrogen cyanide	56.21394848	50.28682543043295
ECIWUJ	ethylamine	2.185371042	4.923364257866331
ECIWUJ	ethane	7.709233461	7.725296791423573
ECIWUJ	ethene	15.35870887	15.813580083126434
ECIWUJ	methane	19.72496388	15.320010057052714
ECIWUJ	dimethyl ether	23.33005612	23.48981037907256
ECIWUJ	acetonitrile	24.81591299	26.308835499992288
ECODEG	methane	23.09756334	20.99329463651543
ECODEG	hydrogen cyanide	33.80001128	32.637614034432495
ECODEG	ethane	35.76602172	35.07734641189002
ECODEG	acetonitrile	44.17128834	47.125202433301894
ECODEG	acetaldehyde	46.10380941	47.719821736091646
ECODEG	dimethyl ether	46.88429668	49.19539504103679
ECODEG	propane	47.74606225	47.06090946465616
ECODEG	propionitrile	52.24371513	56.03481828998402
ECODEG	neopentane	55.58873323	53.482627023918404
ECODEG	ethylamine	56.28991909	54.93151868367688
ECODEG	isobutane	57.75466759	58.02023981936113
ECODEG	isopropyl alcohol	58.29440275	59.94479591876646
ECODEG	methyl tert-butyl ether	64.49672659	65.87475257326317
ECODEG	methyl isopropyl ether	65.77360473	66.87582448929453
ECODEG	propyl alcohol	66.38765763	65.94490642850262
ECODEG	methyl propyl ether	67.49413893	63.03455536761332
ECODEG	isopentane	69.35343605	70.91254265863732
ECODEG	2-pentene	69.42264419	68.8567446386015
ECODEG	3-methylpentane	80.20429946	80.53806904661575
ECODEG	methyl propyl ketone	87.64719167	86.29977329452572
ECODEG	1,5-heptadiene	87.65680473	87.53439765218747
ECODEG	4-methyl-1-hexene	89.31021844	87.79098488947749
ECODEG	4-methyl-4-penten-2-one	92.48368595	92.74325502320427
EDADIX	methane	23.10510604	21.00380108947027
EDADIX	ethene	31.80114615	30.52294705307624
EDADIX	hydrogen cyanide	32.56960821	32.05720634583822
EDADIX	ethane	34.71491783	33.02868168828612
EDADIX	propene	42.80061944	43.51093344213706
EDADIX	acetonitrile	44.69252802	46.329764848573795
EDADIX	acetaldehyde	44.68162047	47.28117731894338
EDADIX	dimethyl ether	44.8342178	46.543375083613434
EDADIX	ethylamine	47.97920274	51.586776878912076
EDADIX	dimethylamine	49.35188425	50.68335400163088
EDADIX	isobutane	50.88612209	51.412186078442836
EDADIX	propionitrile	53.02666925	54.45504747625537
EDADIX	methyl tert-butyl ether	53.27255458	55.11718961640471
EDADIX	isopropyl alcohol	53.51584179	55.52600114936135
EDADIX	propyl alcohol	55.52326279	59.895688339941884
EDADIX	acetone	58.51949669	59.70854385361517
EDADIX	isopentane	61.78128106	59.332330292272985
EDADIX	methyl isopropyl ether	61.92063593	62.902844501875094
EDADIX	methyl propyl ether	63.70999308	59.736996918282095
EDADIX	4,4-dimethyl-1-pentene	64.38199996	57.72923110417661
EDADIX	2-pentene	64.82137359	63.19754130888012
EDADIX	3-methylpentane	70.37563715	71.38343537806173
EDADIX	methyl propyl ketone	78.99689024	77.83793534126518
EDADIX	4-methyl-1-hexene	80.12431308	79.56438211603043
EDADIX	4-methyl-4-penten-2-one	83.72304004	83.01491232009224
EDADIX	4-hexen-2-one	86.33552485	83.98784988357353
EDUSIF	methane	10.04725447	9.032872456394735
EDUSIF	ethene	13.81485102	13.602240512615925
EDUSIF	ethane	15.11522719	14.9457546087177
EDUSIF	hydrogen cyanide	15.76297375	16.76956777464523
EDUSIF	propene	18.69970673	18.720187842289807
EDUSIF	dimethyl ether	18.94477345	19.404800819277813
EDUSIF	acetonitrile	21.2402294	23.0423900674649
EDUSIF	ethylamine	21.32865855	21.113837282263376
EDUSIF	acetaldehyde	21.58108399	23.759591911532578
EDUSIF	isobutane	23.07400806	22.313680154247994
EDUSIF	propionitrile	23.52683872	25.096221906745875
EDUSIF	propyl alcohol	24.52978633	25.100339035006385
EDUSIF	neopentane	24.82336674	24.182877441407395
EDUSIF	methyl isopropyl ether	25.88218822	25.904837517151655
EDUSIF	methyl propyl ether	26.3879738	24.992618104965995
EDUSIF	methyl tert-butyl ether	27.03117518	26.85594146586644
EDUSIF	2-pentene	27.15928796	27.142937459989998
EDUSIF	isopentane	27.23271424	27.126679379555235
EDUSIF	2,3-dimethylbutane	30.72863114	29.611570415381355
EDUSIF	3-methylpentane	31.23555529	30.284060634742946
EDUSIF	4-methyl-1-hexene	34.25227702	33.442643793816536
EDUSIF	1,5-heptadiene	34.66826423	33.54661347961572
EDUSIF	4-methyl-4-penten-2-one	35.07429771	35.355862331914935
EDUSIF	4-hexen-2-one	36.47802519	36.37700054459252
EKOPOK	methane	20.21473696	24.485602603003375
EKOPOK	ethene	29.37398594	29.939172125622083
EKOPOK	ethane	32.91031968	35.30981471274024
EKOPOK	propene	42.15238044	41.63532893724477
EKOPOK	propane	44.99074459	47.10275581968068
EKOPOK	2,3-dimethylbutane	63.0947491	68.91438289675396
EKOPOK	hydrogen cyanide	64.83303847	64.96719728948025
EKOPOK	methyl propyl ether	65.00127727	75.46261364936254
EKOPOK	isopentane	65.79536066	63.1268158547513
EKOPOK	4,4-dimethyl-1-pentene	74.40688303	75.68838547476943
EKOPOK	acetaldehyde	77.01228301	74.22359516225534
EKOPOK	acetone	82.13077617	81.07910298473766
EKOPOK	dimethyl ether	85.80879129	79.1972863484745
EKOPOK	1,5-heptadiene	89.40928316	87.34035702973232
EKOPOK	ethylamine	90.73180645	85.43188665856401
EKOPOK	methyl propyl ketone	94.97119139	96.97200388686257
EKOPOK	isopropyl alcohol	100.5391104	98.93804627232444
EKOPOK	propyl alcohol	102.81524920000001	100.10292460060832
EKOPOK	methyl tert-butyl ether	104.6719603	99.75551929186794
EKOPOK	4-methyl-4-penten-2-one	105.17383429999998	106.14125732609155
ELAFUT	neopentane	31.06548859	35.27690076576856
ELAFUT	ethane	35.13103534	35.38069863170748
ELAFUT	4,4-dimethyl-1-pentene	40.86532484	50.044494284544
ELAFUT	propene	44.12697508	43.15185807076203
ELAFUT	hydrogen cyanide	44.72163032	46.24939777565884
ELAFUT	propane	46.64083191	47.466987711608894
ELAFUT	dimethyl ether	56.34259674	56.92446281579024
ELAFUT	methyl tert-butyl ether	58.28463713	58.42189811413507
ELAFUT	acetaldehyde	61.30269812	60.39052776291341
ELAFUT	acetone	61.77736294	65.5876359974484
ELAFUT	2-pentene	62.92866542	64.24429830788647
ELAFUT	dimethylamine	64.59034985	64.3740903236985
ELAFUT	3-methylpentane	70.38224851	74.75665028864707
ELAFUT	propionitrile	70.61749963	67.41447654033443
ELAFUT	methyl isopropyl ether	73.07660437	72.26749023571259
ELAFUT	ethylamine	73.7502027	68.56628237656051
ELAFUT	methyl propyl ketone	76.71549955	78.53732786886053
ELAFUT	2,3-dimethylbutane	79.12689349	69.12131352098626
ELAFUT	4-methyl-1-hexene	80.73127944	77.30012991266717
ELAFUT	propyl alcohol	84.49070631	82.61985402089441
ELAFUT	isopropyl alcohol	86.58282608	85.3607113403279
ELAFUT	4-hexen-2-one	91.72699886	91.40946130095404
EMITUQ	methane	17.14741176	17.2749145092613
EMITUQ	ethene	24.37969863	25.01758904732593
EMITUQ	ethane	27.16723631	27.00944697976756
EMITUQ	hydrogen cyanide	30.90711853	35.29747112981457
EMITUQ	propene	34.06625732	33.39326732436337
EMITUQ	dimethyl ether	40.16867761	41.16087599085578
EMITUQ	isobutane	44.01563237	42.9775060971159
EMITUQ	acetaldehyde	46.63130778	45.243844662126
EMITUQ	neopentane	49.12937135	47.728088722357995
EMITUQ	ethylamine	49.16401386	46.8777949710795
EMITUQ	propionitrile	50.34676185	53.68708423724605
EMITUQ	methyl propyl ether	50.76097678	50.160157671472575
EMITUQ	isopentane	51.42071016	52.51907271209912
EMITUQ	acetone	51.44893973	54.74462518402589
EMITUQ	2-pentene	51.59430907	51.41149874991898
EMITUQ	methyl isopropyl ether	55.01337277	56.472935108967505
EMITUQ	2,3-dimethylbutane	56.99641327	56.69464311346645
EMITUQ	3-methylpentane	58.84386375	58.69988744868521
EMITUQ	methyl tert-butyl ether	59.50658777	58.3543377966975
EMITUQ	isopropyl alcohol	62.72222339	58.470571925239
EMITUQ	propyl alcohol	65.07137529	60.24044757867583
EMITUQ	1,5-heptadiene	68.38514722	66.46323511488295
EMITUQ	methyl propyl ketone	70.51944781	71.18835083293078
EMITUQ	4-methyl-4-penten-2-one	73.06700222	75.6350440530329
EQIWAD	hydrogen cyanide	-19.61099163	-19.250688324686983
ERUFUS	ethene	32.75048303	34.657870937367534
ERUFUS	isobutane	35.50774663	32.42728226284188
ERUFUS	hydrogen cyanide	38.57559922	40.544717792269246
ERUFUS	4-methyl-1-hexene	39.92350266	40.038938869156645
ERUFUS	propene	44.75530587	42.2560015449256
ERUFUS	isopentane	44.78836052	40.92139607394718
ERUFUS	acetonitrile	47.4005652	50.16762037147385
ERUFUS	2-pentene	47.53951027	53.28764902809451
ERUFUS	methyl isopropyl ether	49.50750684	47.728557488420286
ERUFUS	methyl propyl ketone	52.05321952	56.20280395758617
ERUFUS	isopropyl alcohol	52.24465572	51.23934437762364
ERUFUS	dimethyl ether	52.84920821	52.89901825800556
ERUFUS	acetaldehyde	53.03720498	52.27188836600292
ERUFUS	propionitrile	55.52458854	56.03378179115134
ERUFUS	4-hexen-2-one	58.68188892	60.89501747312722
ERUFUS	1,5-heptadiene	59.10958847	61.0388820265684
ERUFUS	4-methyl-4-penten-2-one	60.89065917	58.366051302134544
ERUFUS	acetone	62.45685714	56.79266047403262
ESEVIH	methane	18.11708404	18.259528098872547
ESEVIH	ethane	27.64771456	27.150216167381338
ESEVIH	hydrogen cyanide	32.44424061	32.19916775574552
ESEVIH	propene	34.39566425	33.9773485756066
ESEVIH	propane	36.65372253	36.21413886316534
ESEVIH	dimethyl ether	37.42894053	38.184153243236416
ESEVIH	dimethylamine	39.95878742	42.10107938832287
ESEVIH	acetaldehyde	45.07245347	43.70324588409584
ESEVIH	isobutane	45.57815527	45.14105451759026
ESEVIH	ethylamine	45.63341842	46.75523279051174
ESEVIH	propionitrile	48.90031433	50.86021472059175
ESEVIH	methyl propyl ether	50.60713142	50.96929397045679
