MOF	molecule	K	K_predict
DEGJIK	acetone	0.052433900000000006	0.07225736319524559
DEGJIK	propyl alcohol	0.005283100000000001	0.012036483079689478
DEGJIK	isopropyl alcohol	0.00877341	0.008804037730589626
DEGJIK	methyl tert-butyl ether	0.00127254	0.00026109741190748166
DEGJIK	4,4-dimethyl-1-pentene	0.000690469	1.6692966797525323e-05
DEGJIK	2,3-dimethylbutane	0.00134403	0.009622982759071915
DEGJIK	methyl isopropyl ether	0.06939889999999999	0.13163609771308346
DEGJIK	methyl propyl ether	0.7542939999999999	0.5548608261396292
DEGJIK	2-pentene	1.03995	0.8156664066924015
DEGJIK	3-methylpentane	0.10938900000000001	0.20155155040266048
DEGJIK	4-methyl-4-penten-2-one	0.189424	0.5819636423015092
DEGJIK	methyl propyl ketone	0.0673974	0.07110214243164252
DEGJIK	4-methyl-1-hexene	0.673219	3.053901314709528
DEGJIK	4-hexen-2-one	24.7151	27.58388720234796
DEGJIK	1,5-heptadiene	237.653	138.25267460144792
DEYDOA	methane	1.07e-05	9.16017670677915e-06
DEYDOA	hydrogen cyanide	0.000398042	0.0004024631707146285
DEYDOA	acetonitrile	0.00209903	0.0017707944239805087
DEYDOA	acetaldehyde	0.00163242	0.0028744812202186297
DEYDOA	isobutane	0.000400899	0.0006075539837163206
DEYDOA	dimethyl ether	0.00825916	0.012748684459553091
DEYDOA	acetone	0.00568529	0.006404250857360358
DEYDOA	propionitrile	0.00966962	0.0071210622798945555
DEYDOA	ethylamine	0.00608998	0.005433985141242534
DEYDOA	dimethylamine	0.012749799999999999	0.012799790120834636
DEYDOA	isopropyl alcohol	0.00167881	0.0016717031063210829
DEYDOA	propyl alcohol	0.00422001	0.0031862865612822693
DEYDOA	methyl isopropyl ether	0.0476844	0.030535928695954905
DEYDOA	2,3-dimethylbutane	0.00518111	0.0022344620493147957
DEYDOA	3-methylpentane	0.0112347	0.023683772540894755
DEYDOA	1,5-heptadiene	0.487845	0.7470336084725012
DEYDOA	4-methyl-4-penten-2-one	0.371657	0.33389772146166025
DEYLUQ	methane	8.82e-06	9.653398320470487e-06
DEYLUQ	ethene	9.070000000000001e-05	9.523308744049846e-05
DEYLUQ	hydrogen cyanide	0.00012371799999999998	0.000136366435828487
DEYLUQ	propene	0.00212652	0.001932720262230578
DEYLUQ	propane	0.004451699999999999	0.004589620133731313
DEYLUQ	acetonitrile	0.00311727	0.004480741077623003
DEYLUQ	dimethyl ether	0.00403929	0.005318668500473528
DEYLUQ	acetaldehyde	0.00359171	0.005007564854529445
DEYLUQ	ethylamine	0.013130500000000002	0.020999145456694773
DEYLUQ	isobutane	0.0865878	0.05103090198530327
DEYLUQ	dimethylamine	0.0150748	0.01706442594880042
DEYLUQ	propionitrile	0.0355079	0.043854002308641
DEYLUQ	acetone	0.129131	0.13306078826443365
DEYLUQ	neopentane	1.1876	1.1545560855044315
DEYLUQ	2-pentene	0.960141	1.0193042009639515
DEYLUQ	methyl isopropyl ether	1.02583	0.5071741504834161
DEYLUQ	isopropyl alcohol	0.11265499999999999	0.09161623324549942
DEYLUQ	2,3-dimethylbutane	39.2073	15.459819902990537
DEYLUQ	propyl alcohol	0.124427	0.04472083443981761
DEYLUQ	3-methylpentane	39.3225	18.703723444616852
DEYLUQ	methyl propyl ketone	0.77575	1.576345291238835
DEYLUQ	4,4-dimethyl-1-pentene	247.74099999999999	309.4323440049912
DEYLUQ	1,5-heptadiene	187.27599999999998	319.82238522976553
DEYLUQ	4-methyl-1-hexene	360.656	357.97696283752936
DEYLUQ	4-methyl-4-penten-2-one	226.32	227.38492633608462
DEYLUQ	4-hexen-2-one	301.879	671.8938682224399
DEYVUA	methane	2.44e-05	1.0393046442063627e-05
DEYVUA	hydrogen cyanide	0.00019235700000000002	0.00015395542568068907
DEYVUA	ethane	0.000422515	0.00014698867446908203
DEYVUA	acetonitrile	0.00180674	0.0033857909042635395
DEYVUA	acetaldehyde	0.00243192	0.0036440818842746288
DEYVUA	propene	0.00268476	0.0012780765773674962
DEYVUA	dimethyl ether	0.00305264	0.00850899740803569
DEYVUA	propane	0.00360379	0.0017625320786830415
DEYVUA	propionitrile	0.0113617	0.017092521210407725
DEYVUA	ethylamine	0.00694939	0.010014340001934364
DEYVUA	dimethylamine	0.00986722	0.00933263791763761
DEYVUA	isobutane	0.00823975	0.008213213974357099
DEYVUA	neopentane	0.00113578	0.0035461757449192052
DEYVUA	acetone	0.045258099999999996	0.09303418596168911
DEYVUA	propyl alcohol	0.00212941	0.0016578053307639321
DEYVUA	isopentane	0.043419099999999995	0.012471497572134773
DEYVUA	methyl propyl ether	0.207979	0.046962283797710135
DEYVUA	methyl isopropyl ether	0.09839880000000001	0.20538236076662653
DEYVUA	2,3-dimethylbutane	0.015147399999999998	0.0427615563331022
DEYVUA	4,4-dimethyl-1-pentene	0.0176294	0.08884433531758609
DEYVUA	3-methylpentane	0.231898	0.13188184866860378
DEYVUA	methyl propyl ketone	0.0696072	0.05465624626098173
DEYVUA	4-methyl-1-hexene	1.39229	0.6302722595759082
DEYVUA	4-methyl-4-penten-2-one	4.4608099999999995	4.487566579900514
DEYVUA	4-hexen-2-one	11.2657	13.394742965657649
DIDDOK	methane	6.98e-06	4.24582503326308e-06
DIDDOK	ethene	2.5300000000000002e-05	1.7405670889053198e-05
DIDDOK	ethane	3.9899999999999994e-05	2.4006665507345738e-05
DIDDOK	propene	0.00012461	0.00010310308884164943
DIDDOK	propane	0.000169399	0.000120626138058201
DIDDOK	dimethyl ether	0.00015269	0.00026228100352565536
DIDDOK	dimethylamine	0.000323048	0.00033108493317183087
DIDDOK	isobutane	0.000537061	0.0004580219697291387
DIDDOK	acetaldehyde	0.00031702099999999996	0.0002846543448378956
DIDDOK	propionitrile	0.00081964	0.0012126366224596713
DIDDOK	methyl propyl ether	0.00159965	0.0014998083781446083
DIDDOK	isopentane	0.00195071	0.002381271154179048
DIDDOK	acetone	0.00143104	0.0016216880608914586
DIDDOK	2-pentene	0.00218605	0.0019398036099581898
DIDDOK	methyl tert-butyl ether	0.00331416	0.0008611597339819322
DIDDOK	propyl alcohol	0.00010046700000000001	0.00013331350131736973
DIDDOK	2,3-dimethylbutane	0.00491556	0.008764017156545545
DIDDOK	3-methylpentane	0.00721318	0.012204249363700417
DIDDOK	4,4-dimethyl-1-pentene	0.0102588	0.009818713883381146
DIDDOK	1,5-heptadiene	0.027632599999999997	0.02919570006187366
DIDDOK	methyl propyl ketone	0.00032517099999999997	0.000409915645056907
DIDDOK	4-methyl-4-penten-2-one	0.0320813	0.04525724568548725
DIDDOK	4-hexen-2-one	0.0397125	0.05583700363259693
DOGZIJ	methane	1.73e-05	1.806754919718963e-05
DOGZIJ	ethene	0.000223002	0.0003320570653206737
DOGZIJ	ethane	0.000602575	0.00042185410982156145
DOGZIJ	acetonitrile	0.0026463000000000003	0.0028238586161859662
DOGZIJ	acetaldehyde	0.0029945	0.00739036016063503
DOGZIJ	dimethyl ether	0.00465777	0.004099800160691095
DOGZIJ	propane	0.0154672	0.00634981427067756
DOGZIJ	propionitrile	0.02858	0.03003765794229001
DOGZIJ	ethylamine	0.0194868	0.01641019689888289
DOGZIJ	dimethylamine	0.020689	0.012261689087053985
DOGZIJ	acetone	0.213796	0.1424703163409382
DOGZIJ	isobutane	0.31817	0.5845471494179777
DOGZIJ	isopropyl alcohol	0.0601062	0.04685817608714658
DOGZIJ	propyl alcohol	0.0250892	0.023660703421196794
DOGZIJ	methyl isopropyl ether	1.46763	3.05936495534098
DOGZIJ	neopentane	3.2516700000000003	0.45099336018253006
DOGZIJ	2-pentene	3.8933400000000002	3.3888613459733743
DOGZIJ	isopentane	6.0410900000000005	56.18437929718191
DOGZIJ	methyl tert-butyl ether	10.9901	9.93802082232838
DOGZIJ	methyl propyl ketone	1.23675	1.692637306304896
DOGZIJ	2,3-dimethylbutane	75.1469	186.79332315592794
DOGZIJ	3-methylpentane	108.289	150.57988785147555
DOGZIJ	4-methyl-4-penten-2-one	182.50099999999998	444.5547870490988
DOGZIJ	4-hexen-2-one	306.183	300.7296173546078
DOGZIJ	4,4-dimethyl-1-pentene	409.152	62.74871478462025
DOGZIJ	1,5-heptadiene	982.007	214.58142972294957
DOGZIJ	4-methyl-1-hexene	859.67	2310.7450551145384
DOQGUM	propane	3.5799999999999994e-13	1.5765488316648146e-12
DOQGUM	acetone	5.39e-10	1.3197068622326217e-09
DOQGUM	isopropyl alcohol	1.1199999999999999e-09	1.0557866429549264e-09
DOQGUM	methane	4.2e-07	6.47340811588917e-07
DOQGUM	dimethylamine	1.7899999999999997e-07	2.2217399211134562e-07
DOQGUM	propyl alcohol	1.34e-06	7.479883823537353e-07
DOQGUM	dimethyl ether	4.05e-05	2.8096720094983113e-05
DOQGUM	propionitrile	0.00144202	0.002458564182126509
DOQGUM	acetaldehyde	0.0593168	0.05096396679801086
DOQGUM	hydrogen cyanide	0.675163	0.40515786252145286
DOQGUM	ethylamine	0.000142266	6.732571364306811e-05
DOQGUM	acetonitrile	0.8943840000000001	0.44698179936560006
DOTWAL	methane	6.96e-06	1.0198997519098777e-05
DOTWAL	ethene	7.049999999999999e-05	6.266637918286943e-05
DOTWAL	ethane	0.00017461900000000002	0.00030118288812141153
DOTWAL	propene	0.00121308	0.0008449238304694736
DOTWAL	propane	0.00238865	0.0013370176149786193
DOTWAL	dimethylamine	0.023510200000000002	0.0367690962783477
DOTWAL	2-pentene	0.00816446	0.021807432429398643
DOTWAL	2,3-dimethylbutane	0.013821200000000002	0.006127070746815549
DOTWAL	acetonitrile	4.999619999999999	7.794784740698532
DOTWAL	4,4-dimethyl-1-pentene	0.0223789	0.015453804980556306
DOTWAL	acetaldehyde	3.3362	2.7440645022874643
DOTWAL	3-methylpentane	0.100467	0.11118605798490921
DOTWAL	ethylamine	2.70516	1.9548573023224316
DOTWAL	acetone	9.7318	9.56933795353877
DOTWAL	4-methyl-1-hexene	0.0335999	0.039857138325863094
DOTWAL	propionitrile	22.6052	20.424029923917384
DOTWAL	propyl alcohol	145.116	50.405895311140306
DOTWAL	methyl tert-butyl ether	44.0852	36.0051546795722
DOTWAL	isopropyl alcohol	38.7578	63.256641616417106
DOTWAL	methyl propyl ketone	0.5673600000000001	1.1325313350970845
DOTWAL	4-hexen-2-one	89.2726	90.87635048429946
DOTWAL	4-methyl-4-penten-2-one	376.56699999999995	261.61984468208374
DUBWON	methane	1.7899999999999998e-05	1.780280405449434e-05
DUBWON	ethene	0.000157395	0.000144584561647143
DUBWON	ethane	0.000343445	0.0003664848373729977
DUBWON	propene	0.00259406	0.002327230726517829
DUBWON	propane	0.00421785	0.00666783597987413
DUBWON	hydrogen cyanide	0.00294816	0.0024189827811113753
DUBWON	neopentane	0.00268418	0.018365802527424473
DUBWON	dimethylamine	0.030367	0.060147188093147605
DUBWON	methyl propyl ether	0.352423	0.29667463490102536
DUBWON	2-pentene	0.574308	0.7545692164382157
DUBWON	isopentane	0.39515700000000004	0.07471937233240698
DUBWON	ethylamine	0.0572067	0.07844599139715057
DUBWON	acetaldehyde	0.215391	0.06746506422947518
DUBWON	methyl tert-butyl ether	0.0453055	0.2825234899412625
DUBWON	acetonitrile	0.325167	0.1845757205040221
DUBWON	4,4-dimethyl-1-pentene	0.164686	1.014346911905282
DUBWON	propionitrile	3.26232	1.3468327462670528
DUBWON	acetone	1.93993	1.040603264939887
DUBWON	isopropyl alcohol	0.209558	0.3324030294723072
DUBWON	2,3-dimethylbutane	2.97134	1.0616969902778224
DUBWON	3-methylpentane	5.9836800000000006	5.852057332363936
DUBWON	propyl alcohol	0.19362100000000002	0.2938190394697117
DUBWON	4-methyl-1-hexene	46.2666	21.620955129510303
DUBWON	methyl propyl ketone	6.911160000000001	2.1090680600409413
DUBWON	4-methyl-4-penten-2-one	672.327	541.359321684679
DUBWON	4-hexen-2-one	1485.81	1970.4924498652442
DUXZIG01	methane	4.26e-06	2.5338794947948764e-06
DUXZIG01	hydrogen cyanide	1.34e-05	1.5187364260556841e-05
DUXZIG01	ethene	1.7199999999999998e-05	1.2746358238957182e-05
DUXZIG01	ethane	2.7300000000000003e-05	1.8256440178976215e-05
DUXZIG01	acetonitrile	6.659999999999999e-05	7.297555186805085e-05
DUXZIG01	acetaldehyde	6.28e-05	7.025773683315156e-05
DUXZIG01	dimethyl ether	8.51e-05	7.817621097335671e-05
DUXZIG01	propene	8.37e-05	8.969901234811345e-05
DUXZIG01	propane	0.00010196100000000001	9.772555303437814e-05
DUXZIG01	propionitrile	0.000195501	0.0001922842925133279
DUXZIG01	dimethylamine	0.00016067799999999998	0.00013607114751772477
DUXZIG01	isopropyl alcohol	3.54e-05	5.9927627296025946e-05
DUXZIG01	neopentane	8.32e-06	5.136779614488674e-05
DUXZIG01	propyl alcohol	1.89e-05	3.642541663980934e-05
DUXZIG01	acetone	0.000402732	0.0005367882615292054
DUXZIG01	methyl tert-butyl ether	9.07e-06	4.706488381340334e-05
DUXZIG01	isobutane	0.000148928	0.0001177323303723825
DUXZIG01	methyl isopropyl ether	0.000549021	0.0004628655159865446
DUXZIG01	methyl propyl ether	0.00130195	0.0005541106525858638
DUXZIG01	4,4-dimethyl-1-pentene	2.09e-05	0.00030004354782402844
DUXZIG01	isopentane	0.000498945	0.0001674638259414046
DUXZIG01	2,3-dimethylbutane	0.0008526510000000001	0.00041998431885021634
DUXZIG01	methyl propyl ketone	0.000145095	8.088622782363901e-05
DUXZIG01	4-hexen-2-one	0.0119087	0.010862228297921989
DUXZIG01	4-methyl-1-hexene	0.00502723	0.0018719784281148147
DUXZIG01	1,5-heptadiene	0.020424599999999998	0.009272079875370313
DUXZIG01	4-methyl-4-penten-2-one	0.00867183	0.004833060637843493
EBEMEF	hydrogen cyanide	1.3300000000000001e-05	1.7035668521878062e-05
EBEMEF	ethene	1.7100000000000002e-05	2.210257755381427e-05
EBEMEF	acetonitrile	6.51e-05	7.361909962558904e-05
EBEMEF	acetaldehyde	6.28e-05	9.048860243063305e-05
EBEMEF	dimethyl ether	8.46e-05	0.00011958592150094665
EBEMEF	propene	8.340000000000001e-05	9.600494497621715e-05
EBEMEF	propane	0.000101897	0.0001070205970440736
EBEMEF	propionitrile	0.00019371599999999997	0.00018665755663342006
EBEMEF	ethylamine	0.00013426899999999998	0.00015874285303409173
EBEMEF	dimethylamine	0.00016041700000000002	0.00010449801624299484
EBEMEF	isopropyl alcohol	3.570000000000001e-05	3.9409581152885074e-05
EBEMEF	propyl alcohol	1.9e-05	2.4257052385177e-05
EBEMEF	acetone	0.000408506	0.0003438055259488017
EBEMEF	methyl tert-butyl ether	8.23e-06	3.1811916034356158e-06
EBEMEF	methyl isopropyl ether	0.000545446	0.00023551980833787616
EBEMEF	4,4-dimethyl-1-pentene	1.62e-05	4.275730842258624e-06
EBEMEF	methyl propyl ether	0.00129374	0.001293615679067071
EBEMEF	2-pentene	0.00132776	0.0016922118414165533
EBEMEF	isopentane	0.000503265	0.0005590631222072384
EBEMEF	3-methylpentane	0.00174158	0.0024151988038424907
EBEMEF	2,3-dimethylbutane	0.00084646	0.0005836688870419791
EBEMEF	methyl propyl ketone	0.000143098	0.00012167891590368304
EBEMEF	1,5-heptadiene	0.0202106	0.03537873079522074
EBEMEF	4-methyl-4-penten-2-one	0.0085939	0.019342902458612306
EBEMII	methane	7.88e-06	6.262507296776045e-06
EBEMII	ethene	5.88e-05	5.220541275986942e-05
EBEMII	ethane	0.000117807	9.179176995604306e-05
EBEMII	hydrogen cyanide	0.00043922300000000003	0.000325515827587868
EBEMII	propane	0.0009015560000000001	0.001118015432229673
EBEMII	acetonitrile	0.00439061	0.00540794625855609
EBEMII	acetaldehyde	0.00465575	0.007881140038531279
EBEMII	isobutane	0.0008260569999999999	0.0010929323805305869
EBEMII	propionitrile	0.0126625	0.023541328402095055
EBEMII	4,4-dimethyl-1-pentene	3.34e-06	2.4141821990437316e-07
EBEMII	acetone	0.018623400000000002	0.05519980069292559
EBEMII	dimethylamine	0.0111638	0.008542118575031838
EBEMII	2,3-dimethylbutane	0.000133421	0.0002532482995273727
EBEMII	ethylamine	0.020837	0.01327199564802621
EBEMII	methyl propyl ether	0.0304022	0.06911849089448831
EBEMII	methyl isopropyl ether	0.0465557	0.03521367805764003
EBEMII	2-pentene	0.057538099999999995	0.08985637139751369
EBEMII	3-methylpentane	0.0105089	0.019065898675383035
EBEMII	propyl alcohol	0.0187199	0.01715071796263681
EBEMII	isopropyl alcohol	0.045572	0.016324329995542654
EBEMII	1,5-heptadiene	0.857582	0.6389821656121752
EBEMII	4-hexen-2-one	1.8200900000000002	7.296807778061056
EBEMII	4-methyl-4-penten-2-one	2.0765599999999997	0.9167671284830224
ECAHAT	ethene	2.7600000000000003e-05	3.2621284552330624e-05
ECAHAT	ethane	4.0799999999999996e-05	3.2406521122221365e-05
ECAHAT	methane	1.99e-05	2.185215378310184e-05
ECAHAT	propene	0.00013552399999999999	0.00018624077370391483
ECAHAT	propane	0.000193375	0.00019227214922610725
ECAHAT	acetaldehyde	0.000181626	0.0003037130196696252
ECAHAT	propionitrile	0.00044652	0.0009880949443465137
ECAHAT	dimethylamine	0.000406695	0.0004033086732888344
ECAHAT	ethylamine	0.00044761	0.0005593073713871435
ECAHAT	neopentane	0.00200885	0.0026701302984669197
ECAHAT	isopentane	0.00268752	0.0029989023418213706
ECAHAT	isopropyl alcohol	0.000267879	0.0004047081907677777
ECAHAT	propyl alcohol	0.00010687899999999999	0.0001581048758429725
ECAHAT	methyl isopropyl ether	0.00233688	0.003443496427063126
ECAHAT	methyl tert-butyl ether	0.00522251	0.003754342194647415
ECAHAT	3-methylpentane	0.00929624	0.006888156886599084
ECAHAT	2,3-dimethylbutane	0.0107851	0.008701047925025017
ECAHAT	4,4-dimethyl-1-pentene	0.0179701	0.026973078785771366
ECAHAT	methyl propyl ketone	0.000183014	0.00034595041196972947
ECAHAT	4-methyl-1-hexene	0.026716000000000004	0.02900416570752996
ECAHAT	4-methyl-4-penten-2-one	0.0219794	0.020248581529193777
ECAHAT	acetonitrile	0.000572947	0.0004604542189179948
ECAHAT	4-hexen-2-one	0.0264311	0.03990075344325833
ECAHAT	hydrogen cyanide	0.05846369999999999	0.003509448293458404
ECIWUJ	ethylamine	5.2e-14	1.610367016032358e-13
ECIWUJ	ethane	1.06e-10	1.5376272730835858e-10
ECIWUJ	ethene	5.14e-09	5.615199496382696e-09
ECIWUJ	methane	2.4399999999999996e-07	5.350754578853234e-08
ECIWUJ	dimethyl ether	2.17e-09	2.008955517019129e-09
ECIWUJ	acetonitrile	2.11e-08	1.690789991355483e-08
ECODEG	methane	4.5600000000000004e-05	3.0133726728226338e-05
ECODEG	hydrogen cyanide	0.000701982	0.0005048637543650179
ECODEG	ethane	0.00188112	0.0011373355822467586
ECODEG	acetonitrile	0.0127036	0.030519296970855644
ECODEG	acetaldehyde	0.0181516	0.04794464969776049
ECODEG	dimethyl ether	0.021427	0.05218532161072695
ECODEG	propane	0.035038599999999996	0.020325866354140642
ECODEG	propionitrile	0.163206	0.5115101088955823
ECODEG	neopentane	0.014470199999999999	0.018568517194413416
ECODEG	ethylamine	0.13030899999999998	0.11498607450622161
ECODEG	isobutane	0.16237200000000002	0.18553352273507456
ECODEG	isopropyl alcohol	0.0431029	0.08769469064534069
ECODEG	methyl tert-butyl ether	0.05996030000000001	0.07222840968098046
ECODEG	methyl isopropyl ether	0.96293	1.6940673447587957
ECODEG	propyl alcohol	0.31547600000000003	0.16945570133095877
ECODEG	methyl propyl ether	3.9139199999999996	0.8565614659679458
ECODEG	isopentane	1.21965	0.8031617122943284
ECODEG	2-pentene	5.8491800000000005	3.538424601612424
ECODEG	3-methylpentane	5.42948	5.4407750162861275
ECODEG	methyl propyl ketone	4.40536	5.509339220351318
ECODEG	1,5-heptadiene	385.49699999999996	232.97371657694694
ECODEG	4-methyl-1-hexene	36.1469	23.864748602828744
ECODEG	4-methyl-4-penten-2-one	129.14600000000002	144.78100797517584
EDADIX	methane	2.07e-05	1.0730757882728228e-05
EDADIX	ethene	0.00018774099999999998	0.0001381219190974528
EDADIX	hydrogen cyanide	0.000360203	0.00024340008269548247
EDADIX	ethane	0.00037148300000000003	0.00015429806456090003
EDADIX	propene	0.00239171	0.0028640904707841236
EDADIX	acetonitrile	0.00492533	0.008261060413798035
EDADIX	acetaldehyde	0.00523728	0.009316150038285625
EDADIX	dimethyl ether	0.00380001	0.006680918008356718
EDADIX	ethylamine	0.00629597	0.022114141314127905
EDADIX	dimethylamine	0.00982274	0.015909446618667184
EDADIX	isobutane	0.00271556	0.0013655974917449124
EDADIX	propionitrile	0.0349966	0.056191402999809154
EDADIX	methyl tert-butyl ether	0.00011444399999999999	0.00035409626914636945
EDADIX	isopropyl alcohol	0.00424878	0.010082222192543037
EDADIX	propyl alcohol	0.00230388	0.009996951242001458
EDADIX	acetone	0.118974	0.2067408066770683
EDADIX	isopentane	0.017162	0.020562663652909836
EDADIX	methyl isopropyl ether	0.0338083	0.057607621159836385
EDADIX	methyl propyl ether	0.28699	0.04625336677338792
EDADIX	4,4-dimethyl-1-pentene	0.00105884	2.8010529825588694e-05
EDADIX	2-pentene	0.349876	0.27992895148493413
EDADIX	3-methylpentane	0.069999	0.14609665213073803
EDADIX	methyl propyl ketone	0.315456	0.08424414964769945
EDADIX	4-methyl-1-hexene	0.6640020000000001	0.9290187719179349
EDADIX	4-methyl-4-penten-2-one	10.198	29.108127522655025
EDADIX	4-hexen-2-one	67.4466	39.43880870718001
EDUSIF	methane	3.92e-06	3.7881433169102197e-06
EDUSIF	ethene	1.0800000000000002e-05	1.0685099911408403e-05
EDUSIF	ethane	1.57e-05	1.417492967133167e-05
EDUSIF	hydrogen cyanide	1.1e-05	1.1379939541459777e-05
EDUSIF	propene	4.0600000000000004e-05	4.7810102826643215e-05
EDUSIF	dimethyl ether	3.5499999999999996e-05	3.6697328402458606e-05
EDUSIF	acetonitrile	3.87e-05	4.209646708509912e-05
EDUSIF	ethylamine	6.21e-05	6.065637461191759e-05
EDUSIF	acetaldehyde	4.3200000000000007e-05	5.455697596630677e-05
EDUSIF	isobutane	0.000151451	0.00013232269011572358
EDUSIF	propionitrile	8.9e-05	0.00010864895913322505
EDUSIF	propyl alcohol	1.09e-05	1.262464736891955e-05
EDUSIF	neopentane	0.000306402	0.0003533996868937649
EDUSIF	methyl isopropyl ether	0.000297436	0.0002992993985644884
EDUSIF	methyl propyl ether	0.00032929199999999996	0.0002824360200637142
EDUSIF	methyl tert-butyl ether	0.0005592759999999999	0.0005646848820733142
EDUSIF	2-pentene	0.000448256	0.0004127795976227303
EDUSIF	isopentane	0.0004984480000000001	0.0006714041574941603
EDUSIF	2,3-dimethylbutane	0.00145202	0.0012790433225340013
EDUSIF	3-methylpentane	0.00159687	0.0015337117206016798
EDUSIF	4-methyl-1-hexene	0.00381071	0.003388223908501832
EDUSIF	1,5-heptadiene	0.0038349000000000005	0.003427299898949644
EDUSIF	4-methyl-4-penten-2-one	0.00272143	0.0025131309134841704
EDUSIF	4-hexen-2-one	0.00338819	0.0030201355030602096
EKOPOK	methane	2.48e-05	0.0001133664989733734
EKOPOK	ethene	0.000356265	0.0005846724701259283
EKOPOK	ethane	0.000975993	0.004013706299971203
EKOPOK	propene	0.012009299999999999	0.008395435449759089
EKOPOK	propane	0.0253001	0.12760910048975416
EKOPOK	2,3-dimethylbutane	10.7809	22.302958215085997
EKOPOK	hydrogen cyanide	5.02827	1.5732234148618607
EKOPOK	methyl propyl ether	4.9801	286.79631560384223
EKOPOK	isopentane	3.68931	4.145850652731956
EKOPOK	4,4-dimethyl-1-pentene	81.4278	147.55393628937597
EKOPOK	acetaldehyde	438.031	137.05660640834498
EKOPOK	acetone	3419.76	6089.158745012184
EKOPOK	dimethyl ether	5561.28	353.56917264872146
EKOPOK	1,5-heptadiene	6525.9	4940.545413481998
EKOPOK	ethylamine	5191.32	591.8511072138438
EKOPOK	methyl propyl ketone	5722.26	4217.969070467188
EKOPOK	isopropyl alcohol	479380.0	106005.78146969403
EKOPOK	propyl alcohol	124422.0	71920.91920610832
EKOPOK	methyl tert-butyl ether	200564.0	54645.511465990756
EKOPOK	4-methyl-4-penten-2-one	1872770.0	1604709.6356195796
ELAFUT	neopentane	2.6800000000000002e-08	6.684561138503546e-08
ELAFUT	ethane	0.00031961	0.0006373886790475407
ELAFUT	4,4-dimethyl-1-pentene	6.35e-09	2.3795259271042913e-07
ELAFUT	propene	0.00249511	0.00236374074171943
ELAFUT	hydrogen cyanide	0.00775589	0.00774408655352289
ELAFUT	propane	0.00359649	0.011363956779992614
ELAFUT	dimethyl ether	0.143274	0.16371655318279818
ELAFUT	methyl tert-butyl ether	0.00014382700000000002	0.00016510235856859504
ELAFUT	acetaldehyde	0.33213200000000004	0.17092604713627962
ELAFUT	acetone	0.330433	1.2121860761053735
ELAFUT	2-pentene	0.044318300000000005	0.041358113601120815
ELAFUT	dimethylamine	0.43616000000000005	0.44262583207179806
ELAFUT	3-methylpentane	0.028192400000000003	0.1670006488732089
ELAFUT	propionitrile	1.15798	0.5195619738413255
ELAFUT	methyl isopropyl ether	1.3329	0.49385216866930576
ELAFUT	ethylamine	2.90062	0.5486944491789828
ELAFUT	methyl propyl ketone	0.036935	0.09015440934221303
ELAFUT	2,3-dimethylbutane	0.46382799999999996	0.019550198085198492
ELAFUT	4-methyl-1-hexene	0.099966	0.026525042427986534
ELAFUT	propyl alcohol	48.6088	9.0189760440066
ELAFUT	isopropyl alcohol	16.8021	15.69207976145182
ELAFUT	4-hexen-2-one	28.538	22.57326684174422
EMITUQ	methane	1.26e-05	1.4062749767182076e-05
EMITUQ	ethene	0.00010151399999999999	0.00010455681600499335
EMITUQ	ethane	0.000224138	0.00024405459823246815
EMITUQ	hydrogen cyanide	0.000302436	0.0006518235893280441
EMITUQ	propene	0.00151279	0.0012188750439886336
EMITUQ	dimethyl ether	0.004105	0.006651104622971226
EMITUQ	isobutane	0.0255416	0.015083442608921718
EMITUQ	acetaldehyde	0.0118999	0.016175613621705498
EMITUQ	neopentane	0.127833	0.09909383740536509
EMITUQ	ethylamine	0.0276743	0.01903040492300139
EMITUQ	propionitrile	0.0655076	0.11579644511411583
EMITUQ	methyl propyl ether	0.0999159	0.05415599553826103
EMITUQ	isopentane	0.210277	0.2172166769958423
EMITUQ	acetone	0.160698	0.2668958789487494
EMITUQ	2-pentene	0.170226	0.18658617810823397
EMITUQ	methyl isopropyl ether	0.31761999999999996	0.3241333125671508
EMITUQ	2,3-dimethylbutane	1.36002	1.3012484164581182
EMITUQ	3-methylpentane	1.73383	1.6469608137402736
EMITUQ	methyl tert-butyl ether	1.37645	0.9122177954970835
EMITUQ	isopropyl alcohol	0.24614299999999997	0.12443466759271543
EMITUQ	propyl alcohol	0.182376	0.06776652281904891
EMITUQ	1,5-heptadiene	12.7615	15.048827317605745
EMITUQ	methyl propyl ketone	0.32962600000000003	0.3791635305341343
EMITUQ	4-methyl-4-penten-2-one	36.5652	75.05426580951115
EQIWAD	hydrogen cyanide	5.12e-17	5.752570740903958e-17
ERUFUS	ethene	7.47e-05	0.00018556412255005315
ERUFUS	isobutane	7.38e-07	1.5042661218855234e-07
ERUFUS	hydrogen cyanide	0.00109837	0.0023061667204310465
ERUFUS	4-methyl-1-hexene	4.0299999999999995e-09	4.4956174204708464e-09
ERUFUS	propene	0.000453092	0.00031140745229440335
ERUFUS	isopentane	4.7e-07	5.029817686731069e-08
ERUFUS	acetonitrile	0.00481691	0.004484596509142929
ERUFUS	2-pentene	9.1e-06	5.6223825954528235e-05
ERUFUS	methyl isopropyl ether	1.9600000000000002e-05	4.809046188598249e-06
ERUFUS	methyl propyl ketone	3.42e-07	2.484761771644467e-06
